1.3000010378600766	166633	226697	963011	800338	260121
1.82903333446541	684256	226697	963011	800338	260121
1.82903333446541	166633	897215	963011	800338	260121
1.82903333446541	166633	226697	158267	800338	260121
1.82903333446541	166633	226697	963011	12067	260121
1.82903333446541	166633	226697	963011	800338	849816
1.3000010378600766	166633	226697	963011	800338	260121
1.82903333446541	684256	226697	963011	800338	260121
1.82903333446541	166633	897215	963011	800338	260121
1.82903333446541	166633	226697	158267	800338	260121
1.82903333446541	166633	226697	963011	12067	260121
1.82903333446541	166633	226697	963011	800338	849816
1.3000010378600766	166633	226697	963011	800338	260121
1.82903333446541	684256	226697	963011	800338	260121
1.82903333446541	166633	897215	963011	800338	260121
1.82903333446541	166633	226697	158267	800338	260121
1.82903333446541	166633	226697	963011	12067	260121
1.82903333446541	166633	226697	963011	800338	849816
1.3000010378600766	166633	226697	963011	800338	260121
1.82903333446541	684256	226697	963011	800338	260121
1.82903333446541	166633	897215	963011	800338	260121
1.82903333446541	166633	226697	158267	800338	260121
1.82903333446541	166633	226697	963011	12067	260121
1.82903333446541	166633	226697	963011	800338	849816
1.3000010378600766	166633	226697	963011	800338	260121
1.82903333446541	684256	226697	963011	800338	260121
1.82903333446541	166633	897215	963011	800338	260121
1.82903333446541	166633	226697	158267	800338	260121
1.82903333446541	166633	226697	963011	12067	260121
1.82903333446541	166633	226697	963011	800338	849816
1.3000010378600766	166633	226697	963011	800338	260121
1.82903333446541	684256	226697	963011	800338	260121
1.82903333446541	166633	897215	963011	800338	260121
1.82903333446541	166633	226697	158267	800338	260121
1.82903333446541	166633	226697	963011	12067	260121
1.82903333446541	166633	226697	963011	800338	849816
